propertyCode,url,address_search,price_search,details_search,description_search,source_page,scraped_at,seed_url,seed_label
111121609,https://www.idealista.com/en/inmueble/111121609/,"Penthouse in La Rambla, El Raval, Barcelona","399,000 €",2 bed. 70 m² 3rd floor exterior with lift | 2 bed. | 70 m² | 3rd floor exterior with lift,"Charming Penthouse on Rambla de les Flors - Barcelona Discover this spectacular penthouse on the emblematic Rambla de les Flors, an ideal place to enjoy the vibrant heart of Barcelona. With a built area of 70 m² and 62 m² of usable space, this property stands out for its excellent layout and brightness. It features tw",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110486596,https://www.idealista.com/en/inmueble/110486596/,"Flat / apartment in Calle del Portal Nou, Sant Pere - Santa Caterina i la Ribera, Barcelona","280,000 €",1 bed. 51 m² 1st floor with lift | 1 bed. | 51 m² | 1st floor with lift,"Investment opportunity in El Born, next to Parc de la Ciutadella. Designer home, completely renovated with high-quality finishes, located in one of Barcelona's most sought-after and promising areas. It is distributed into a bright, exterior living-dining room with a balcony and an integrated open-plan kitchen, equipped",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109927585,https://www.idealista.com/en/inmueble/109927585/,"Flat / apartment in Via Laietana, 46, Sant Pere - Santa Caterina i la Ribera, Barcelona","790,000 €","Garage optional 40,000 € 2 bed. 105 m² 3rd floor exterior with lift | Garage optional 40,000 € | optional | 2 bed. | 105 m² | 3rd floor exterior with lift","**LUXURY Apartment on Via Laietana, Barcelona** Discover this exclusive luxury apartment, newly built in 2022, located in the emblematic area of Via Laietana. With a constructed area of 105 m² and a usable area of 83 m², this home offers a modern and functional design that adapts to a contemporary lifestyle. The jewel",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
111093528,https://www.idealista.com/en/inmueble/111093528/,"Flat / apartment in Gombau, Sant Pere - Santa Caterina i la Ribera, Barcelona","360,000 €",3 bed. 75 m² 3rd floor exterior without lift | 3 bed. | 75 m² | 3rd floor exterior without lift,"Fully renovated in 2018: electrical and water installation, windows, flooring, bathroom, kitchen.. . This apartment is located on Carrer de Gombau, 50 meters from the Santa Caterina market. 2 double bedrooms + 1 single bedroom, all with windows, ventilation, and natural light. Large living-dining room-kitchen of ove",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109327514,https://www.idealista.com/en/inmueble/109327514/,"Flat / apartment in Calle Nou de Sant Francesc, El Gòtic, Barcelona","490,000 €",3 bed. 97 m² 2nd floor exterior with lift | 3 bed. | 97 m² | 2nd floor exterior with lift,"Discover this charming and spacious flat, perfectly situated at the corner of two vibrant streets in the iconic Gothic Quarter. With a generous 97 m² of constructed area, this home boasts an abundance of natural light, thanks to its multiple balconies accessible from every room. The original hydraulic floors blend beau",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109718502,https://www.idealista.com/en/inmueble/109718502/,"Penthouse in Rambla CL, El Raval, Barcelona","361,000 €",2 bed. 75 m² 3rd floor exterior with lift | 2 bed. | 75 m² | 3rd floor exterior with lift,"**Penthouse for Sale on La Rambla - Barcelona** Discover this spectacular renovated penthouse on the emblematic Rambla of Barcelona. With an area of 75 m², this bright home has two double bedrooms, one of which is a suite, and two modern bathrooms. The open-plan kitchen to the living room allows you to enjoy a cozy at",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
111086487,https://www.idealista.com/en/inmueble/111086487/,"Flat / apartment in Baixada de Viladecols, El Gòtic, Barcelona","399,000 €",3 bed. 95 m² 1st floor exterior without lift | 3 bed. | 95 m² | 1st floor exterior without lift,"Spectacular renovated 95m² apartment with unique views of the Basilica in the Gothic Quarter Welcome to your new home on the emblematic Bajada de Viladecols! This impressive 95 m² property has undergone a complete renovation, achieving incredibly spacious and fluid areas where modern design blends with the historic ch",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110764473,https://www.idealista.com/en/inmueble/110764473/,"Flat / apartment in Calle del Call, El Gòtic, Barcelona","330,000 €",3 bed. 150 m² Mezzanine exterior without lift | 3 bed. | 150 m² | Mezzanine exterior without lift,"Discover your new home in the heart of the Gothic Quarter! This impressive mezzanine apartment occupies the entire first floor of the building, offering a spacious and square layout that invites creativity. With 150 m² built and 130 m² usable, it features three bright bedrooms and a bathroom, ideal for adapting it to y",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110402473,https://www.idealista.com/en/inmueble/110402473/,"Flat / apartment in Via Laietana, Sant Pere - Santa Caterina i la Ribera, Barcelona","1,050,000 €",4 bed. 143 m² 2nd floor interior with lift | 4 bed. | 143 m² | 2nd floor interior with lift,"Urban Invertia Real Estate offers you this fantastic, fully renovated home in a restored royal estate building on Via Laietana, very close to Passeig Colón, Passeig Marítim, and the entire commercial and leisure area of the Port of Barcelona. It also has quick access to La Rambla and Plaça Catalunya. Located on Via La",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109992443,https://www.idealista.com/en/inmueble/109992443/,"Flat / apartment in Calle de Sant Pacià, El Raval, Barcelona","159,000 €",2 bed. 47 m² 2nd floor interior without lift | 2 bed. | 47 m² | 2nd floor interior without lift,"DIRECT PROPERTY SALE, in El Raval. No commissions. It consists of 40m usable space. The apartment has a double bedroom and a 5-meter interior room, ideal for an office, dressing room, guest room, etc. a bathroom, living-dining room with a nice, fully equipped, open kitchen. The dining room and the double bedroom have e",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109853423,https://www.idealista.com/en/inmueble/109853423/,"Flat / apartment in Sant Pere - Santa Caterina i la Ribera, Barcelona","280,000 €",1 bed. 46 m² 1st floor exterior with lift | 1 bed. | 46 m² | 1st floor exterior with lift,"Investment opportunity in El Born, next to Parc de la Ciutadella. Designer home, completely renovated with high-quality finishes, located in one of Barcelona's most sought-after and promising areas. It is distributed into a bright, exterior living-dining room with a balcony and an integrated open-plan kitchen, equipped",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-59.htm,2026-04-17T16:04:36+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
108231359,https://www.idealista.com/en/inmueble/108231359/,"Flat / apartment in Calle de les Carretes, El Raval, Barcelona","350,000 €",2 bed. 64 m² 4th floor with lift | 2 bed. | 64 m² | 4th floor with lift,"Apartment with private terrace in the heart of Raval, Barcelona We present this exclusive home that stands out for its spectacular private terrace of 16.5 m² located on the rooftop of the building. A unique space to relax, enjoy unobstructed views, or share moments outdoors. A true privilege in the center of Barcelona.",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
111148322,https://www.idealista.com/en/inmueble/111148322/,"Flat / apartment in Jaume Giralt, Sant Pere - Santa Caterina i la Ribera, Barcelona","295,000 €",1 bed. 55 m² 1st floor interior without lift | 1 bed. | 55 m² | 1st floor interior without lift,"Charm and light in the heart of El Born Discover this magnificent 55 m² apartment located in a charming building from 1902, right in the heart of El Born. Situated on a real second floor without an elevator, this property stands out for its authenticity and welcoming atmosphere. The property offers exceptional volume",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110846294,https://www.idealista.com/en/inmueble/110846294/,"Flat / apartment in El Raval, Barcelona","219,000 €",2 bed. 70 m² 2nd floor exterior without lift | 2 bed. | 70 m² | 2nd floor exterior without lift,"Apartment of 70 m² built (64 m² usable) located on the second floor without elevator, in a quiet building. The property is distributed into 2 bedrooms, living-dining room, separate kitchen and bathroom, offering a practical and functional layout. It also features a gallery, ideal as a laundry area or additional utilit",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
111041289,https://www.idealista.com/en/inmueble/111041289/,"Flat / apartment in Calle d'En Botella, El Raval, Barcelona","223,000 €",2 bed. 55 m² 3rd floor exterior without lift | 2 bed. | 55 m² | 3rd floor exterior without lift,"West Side sells: Brand new, fully renovated apartment, exterior and very bright, located on the third real floor. An ideal option for those looking to live in the heart of Barcelona, with natural light, comfort, and a very well-utilized layout. The home has 55 m² of usable space, distributed into two exterior bedroom",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109466258,https://www.idealista.com/en/inmueble/109466258/,"Flat / apartment in Calle d'Espalter, El Raval, Barcelona","222,600 €",2 bed. 47 m² 4th floor exterior without lift | 2 bed. | 47 m² | 4th floor exterior without lift,"Fantastic, fully renovated apartment for sale, located in one of the most commercial and vibrant areas of the city. Excellent investment opportunity with immediate profitability as it is rented with a short-term contract. It is also an excellent option for future returns. Located next to the Filmoteca de Catalunya and",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110158235,https://www.idealista.com/en/inmueble/110158235/,"Duplex in Calle dels Assaonadors, Sant Pere - Santa Caterina i la Ribera, Barcelona","450,000 €",2 bed. 102 m² Ground floor exterior without lift | 2 bed. | 102 m² | Ground floor exterior without lift,"**Renovated Duplex in the Heart of El Born, Barcelona** Discover this spectacular duplex, completely renovated in 2025, located in the vibrant El Born neighborhood, where history meets modernity. This home combines the charm of its original architectural elements, such as exposed stone walls and restored wooden beams,",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110394202,https://www.idealista.com/en/inmueble/110394202/,"Flat / apartment in Calle de Ferlandina, 20, El Raval, Barcelona","309,000 €",3 bed. 72 m² 1st floor exterior without lift | 3 bed. | 72 m² | 1st floor exterior without lift,"Bright and Fully Renovated Apartment – Ready to Move In For sale: a charming and fully renovated apartment with a surface area of 69 m², offering excellent layout and spaciousness. The property features a bright 18 m² living room with two balconies, providing plenty of natural light throughout the day. Next to the livi",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110093093,https://www.idealista.com/en/inmueble/110093093/,"Duplex in Calle de Sant Pere Més Alt, Sant Pere - Santa Caterina i la Ribera, Barcelona","2,370,000 €",4 bed. 618 m² 1st floor exterior without lift | 4 bed. | 618 m² | 1st floor exterior without lift,"Exclusive Set Facing the Palau de la Música – Direct Sale with the Property Unique set for sale comprising the mezzanine and first floor of a listed historic building from 1788, restored in 1898 and maintained in excellent condition. Located opposite the Palau de la Música Catalana, in the historic heart of Barcelona,",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109962084,https://www.idealista.com/en/inmueble/109962084/,"Flat / apartment in Calle de la Ciutat, El Gòtic, Barcelona","460,000 €",2 bed. 86 m² 3rd floor exterior with lift | 2 bed. | 86 m² | 3rd floor exterior with lift,"Located in one of Barcelona's most emblematic areas, this apartment combines the charm of the historic center with the comfort of a modern home. Situated in a building completely renovated in 2017, the property offers all the amenities of a new construction in an environment surrounded by multiple shops, restaurants, s",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
104096059,https://www.idealista.com/en/inmueble/104096059/,"Flat / apartment in Calle de Colom, El Gòtic, Barcelona","485,000 €",2 bed. 56 m² 2nd floor exterior with lift | 2 bed. | 56 m² | 2nd floor exterior with lift,"Flat for sale in Barcelona, with 56 m², 2 rooms and 2 bathrooms, Lift, Furnished and Air conditioning.",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109835018,https://www.idealista.com/en/inmueble/109835018/,"Flat / apartment in CL Ciutat, El Gòtic, Barcelona","699,000 €",3 bed. 194 m² 4th floor exterior with lift | 3 bed. | 194 m² | 4th floor exterior with lift,"Renovated 194 m² apartment in the heart of the Gothic Quarter In one of the best areas of the Gothic Quarter, you will find this spacious and bright, completely renovated apartment, located on a real fourth floor of a charming building. The property, with 194 m² built, offers spacious and well-distributed spaces: Th",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109826016,https://www.idealista.com/en/inmueble/109826016/,"Flat / apartment in Plaza de la Vila de Madrid, El Gòtic, Barcelona","513,000 €",4 bed. 130 m² 1st floor exterior with lift | 4 bed. | 130 m² | 1st floor exterior with lift,"Located in one of the most emblematic areas of the center of Barcelona, this spacious 130 m² built (117 m² usable) property offers an excellent opportunity for both residing and investing. Currently, the property is set up as an office, but it is sold as a home, which allows it to be easily adapted to the needs of a s",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110671006,https://www.idealista.com/en/inmueble/110671006/,"Flat / apartment in Calle de Ferran, El Gòtic, Barcelona","649,000 €",2 bed. 146 m² 3rd floor exterior with lift | 2 bed. | 146 m² | 3rd floor exterior with lift,"EXCELLENTLY LOCATED APARTMENT, WITH ELEVATOR, FOR RENOVATION. Located on Ferrant street and La Rambla. The property is on the third floor, located in a central and consolidated area of Barcelona, with an excellent residential environment and great heritage value. The home has 146 m² built, offering multiple redistrib",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110477000,https://www.idealista.com/en/inmueble/110477000/,"Flat / apartment in Calle de l'Hort de la Bomba, El Raval, Barcelona","179,900 €",1 bed. 43 m² 4th floor exterior with lift | 1 bed. | 43 m² | 4th floor exterior with lift,"Charming apartment ready to move into in the heart of El Raval – Barcelona In the vibrant and cosmopolitan neighborhood of El Raval, there is this cozy apartment, completely ready to move into, which combines the historic charm of the center of Barcelona with the comfort of a modern home. The property has one bedroom",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110689987,https://www.idealista.com/en/inmueble/110689987/,"Flat / apartment in Calle d'en Gignàs, El Gòtic, Barcelona","450,000 €",5 bed. 91 m² 2nd floor exterior without lift | 5 bed. | 91 m² | 2nd floor exterior without lift,"Renovated 5-bedroom, 2-bathroom apartment on Calle Gignàs Spacious home located on Calle Gignàs, in the heart of Barcelona, a stone's throw from the Gothic Quarter and the waterfront, in one of the most vibrant, historic, and in-demand areas of the city. The apartment has been renovated and stands out for its excell",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
107465975,https://www.idealista.com/en/inmueble/107465975/,"Studio in Calle de vinaròs, La Barceloneta, Barcelona","220,000 €",37 m² 1st floor exterior without lift | 37 m² | 1st floor exterior without lift,"Nice and bright apartment recently renovated in the heart of Barcelona. The apartment is furnished and with all the appliances (fridge, washing machine, microwave-grill, television). It has a double bedroom separated from the rest of the apartment and a living room with an open concept kitchen. The sofa in the living r",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
100803948,https://www.idealista.com/en/inmueble/100803948/,"Flat / apartment in Calle de la Freneria, El Gòtic, Barcelona","539,000 €",2 bed. 83 m² 2nd floor exterior with lift | 2 bed. | 83 m² | 2nd floor exterior with lift,"Bright apartment for sale next to the Barcelona Cathedral. It is part of a farm rehabilitated in 2015 with a lot of style and good taste. The apartment is 70 m2 and consists of a living-dining room with an open kitchen, two double bedrooms, one of which is a suite, and two bathrooms. The apartment is sold furnished an",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109888937,https://www.idealista.com/en/inmueble/109888937/,"Flat / apartment in Calle Joaquín Costa, El Raval, Barcelona","330,000 €",3 bed. 82 m² 1st floor exterior with lift | 3 bed. | 82 m² | 1st floor exterior with lift,"Investment with profitability – Apartment rented until August 2027 Apartment for sale with tenant and contract valid until August 17, 2027, ideal for investors. Located in a building with an elevator from 1900, the apartment has 79 m² built + 3 m² common areas, distributed in 3 bedrooms (1 interior single, 1 interior",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109331917,https://www.idealista.com/en/inmueble/109331917/,"Flat / apartment in Calle d'En Robador, El Raval, Barcelona","152,000 €",1 bed. 43 m² 3rd floor interior without lift | 1 bed. | 43 m² | 3rd floor interior without lift,"**Renovated Apartment in Ciutat Vella, Barcelona** Discover your new home in Ciutat Vella! This charming, newly renovated 35 m² apartment offers a welcoming and modern space, ideal for enjoying urban living. The bright living room is flooded with natural light, creating a warm and inviting atmosphere. The open-plan ki",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
111202903,https://www.idealista.com/en/inmueble/111202903/,"Flat / apartment in Calle de l'Aurora, El Raval, Barcelona","245,000 €",1 bed. 50 m² exterior with lift | 1 bed. | 50 m² | exterior with lift,"Flat for sale in Barcelona, with 50 m², 1 rooms and 1 bathrooms, Storage room and Lift.",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
111202900,https://www.idealista.com/en/inmueble/111202900/,"Duplex in Calle de l'Aurora, El Raval, Barcelona","250,000 €",2 bed. 41 m² exterior with lift | 2 bed. | 41 m² | exterior with lift,"Duplex for sale in Barcelona, with 41 m², 2 rooms and 1 bathrooms and Lift.",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110771875,https://www.idealista.com/en/inmueble/110771875/,"Flat / apartment in Calle dels Tallers, Nn, El Raval, Barcelona","385,000 €",2 bed. 86 m² Mezzanine exterior with lift | 2 bed. | 86 m² | Mezzanine exterior with lift,"Apartment for sale on Tallers street, Barcelona Discover this spectacular apartment, completely renovated in 2023, located on the vibrant Tallers street, in the heart of Barcelona. With a built area of 86 square meters and 76 square meters of usable space, this home offers an ideal space to enjoy urban life without sa",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110695861,https://www.idealista.com/en/inmueble/110695861/,"Flat / apartment in Calle de Sant Gil, El Raval, Barcelona","220,000 €",3 bed. 48 m² 2nd floor exterior without lift | 3 bed. | 48 m² | 2nd floor exterior without lift,"With 48 m² very well utilized, this home has 3 bedrooms, 2 of them double, and all with windows. The master bedroom has direct access to a cozy exterior balcony that brings light and ventilation to the home. The apartment is semi-renovated, with laminate flooring that adds warmth to each room, and the electrical instal",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110842841,https://www.idealista.com/en/inmueble/110842841/,"Flat / apartment in CL Doctor Dou, El Raval, Barcelona","500,000 €",4 bed. 130 m² 3rd floor exterior without lift | 4 bed. | 130 m² | 3rd floor exterior without lift,"130 m2 apartment for complete renovation on Dr. Dou Street. It's a 4th-floor apartment in a building without an elevator, but there's the possibility of installing one. Located near the Boqueria market, on the best street in the Raval neighborhood. This high-floor apartment boasts a dual east-west orientation, allowin",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110949816,https://www.idealista.com/en/inmueble/110949816/,"Flat / apartment in Calle de Valldonzella, El Raval, Barcelona","265,000 €",1 bed. 45 m² Mezzanine interior without lift | 1 bed. | 45 m² | Mezzanine interior without lift,"Elegant designer apartment next to Sant Antoni – completely renovated. A few meters from Ronda de Sant Antoni and only a five-minute walk from Plaza Universidad, we find this beautiful apartment completely renovated with high-quality materials and a careful contemporary design. The home has been designed to make the m",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109504809,https://www.idealista.com/en/inmueble/109504809/,"Flat / apartment in Calle de l'Argenteria, Sant Pere - Santa Caterina i la Ribera, Barcelona","450,000 €",2 bed. 58 m² 2nd floor exterior without lift | 2 bed. | 58 m² | 2nd floor exterior without lift,"Discover this spectacular apartment in the heart of Barcelona! With stunning views of the iconic Basilica of Santa María del Mar, this home offers a unique experience. With 58 m² of living space, it features two spacious double bedrooms and two full bathrooms, ideal for enjoying the comfort and space you deserve. The",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
105485804,https://www.idealista.com/en/inmueble/105485804/,"Flat / apartment in Calle de Joaquín Costa, El Raval, Barcelona","280,000 €",2 bed. 63 m² 3rd floor exterior without lift | 2 bed. | 63 m² | 3rd floor exterior without lift,"This apartment is renovated in a cozy and modern style, with wooden beams, large balcony doors, high ceilings, maintaining the details of this old building, but adding the necessary modernity to make the apartment comfortable. It has a bright living room, with two balcony doors and an American kitchen. Two bedrooms and",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110317800,https://www.idealista.com/en/inmueble/110317800/,"Flat / apartment in Sant Pere - Santa Caterina i la Ribera, Barcelona","395,000 €",2 bed. 130 m² 1st floor with lift | 2 bed. | 130 m² | 1st floor with lift,RENOVATED APARTMENT IN BARCELONA! Discover this real estate gem in the heart of Barcelona. This fully renovated apartment offers you an urban and modern lifestyle in one of Europe's most vibrant cities. HIGHLIGHTS: - 70 m² of space designed for your comfort. - 2 cozy and bright bedrooms. - Equipped kitchen. - Renovat,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110550777,https://www.idealista.com/en/inmueble/110550777/,"Flat / apartment in El Raval, Barcelona","240,000 €",3 bed. 57 m² 1st floor interior with lift | 3 bed. | 57 m² | 1st floor interior with lift,"Cozy 57 m² first-floor apartment, ideal for those seeking comfort and a functional layout. The home has three bedrooms: two doubles, one of which has direct access to an exterior balcony, and one single bedroom. It also features a full bathroom and a separate kitchen. The property is located in a building currently un",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
109655772,https://www.idealista.com/en/inmueble/109655772/,"Flat / apartment in Calle Nou de Sant Francesc, El Gòtic, Barcelona","490,000 €",3 bed. 97 m² 3rd floor exterior with lift | 3 bed. | 97 m² | 3rd floor exterior with lift,"Renovated apartment for sale located on one of the quietest and best-located streets in the Gothic Quarter, a few meters from Las Ramblas and Port Vell. Building from 1958 with regal character: facade, entrance, hall, and elevator retain original details with an elevator. The home is located on a third-floor corner,",https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/pagina-60.htm,2026-04-17T16:04:46+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/ciutat-vella/,ciutat-vella
110604323,https://www.idealista.com/inmueble/110604323/,"Flat / apartment in Calle Sant Pau, 17",,,,https://www.idealista.com/en/venta-viviendas/barcelona/eixample/,2026-04-17T16:05:03+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/eixample/,eixample
108953261,https://www.idealista.com/inmueble/108953261/,"Flat / apartment in Rambla De Prim, 6",,,,https://www.idealista.com/en/venta-viviendas/barcelona/eixample/,2026-04-17T16:05:03+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/eixample/,eixample
100756616,https://www.idealista.com/en/inmueble/100756616/,"Flat / apartment in Calle de la Indústria, La Sagrada Família, Barcelona","810,000 €",Parking included 3 bed. 99 m² 6th floor exterior with lift | Parking included | 3 bed. | 99 m² | 6th floor exterior with lift,"Magnificent duplex penthouse for sale with a private garden terrace in C/ Industria, in the Sagrada Familia area next to the modernist complex of the Hospital de Sant Pau. A step away from the Gardens of Industry in the heart of the Sagrada Familia neighborhood, very close to Avenida Gaudí and the Sant Pau Hospital. A",https://www.idealista.com/en/venta-viviendas/barcelona/eixample/pagina-19.htm,2026-04-17T16:08:42+00:00,https://www.idealista.com/en/venta-viviendas/barcelona/eixample/,eixample
