propertyCode,thumbnail,Link,Image,district,neighborhood,price,size,bed,br,floor,address,latitude,longitude,url,description
108083477,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/cb/c2/1333310006.webp,LINK,,Eixample,La Nova Esquerra de l'Eixample,"$1,800",59,3,1,4,"calle d'Aragó, 37",41.37961,2.147993,https://www.idealista.com/inmueble/108083477/,"TEMPORARY RENTAL BETWEEN 8 AND 11 MONTHS. AVAILABLE FROM JUNE 20th ** Located in a bright apartment on Calle d'Aragó, this room is part of a charming, well-maintained shared apartment in the heart of La Nova Esquerra de l'Eixample. The apartment is 59m², has 3 bedrooms, 1 bathroom, a kitchen equipped with appliances, is furnished and has a south-facing exterior balcony, ideal for taking advantage of natural light. It is located on a fourth floor with elevator, in a building built in 1920. The area stands out for its excellent communication: a few minutes' walk from metro stations (L1 and L5), buses and train. Very close to Parc de Joan Miró, Sants Station and the Ninot market, as well as being surrounded by supermarkets, bars and points of interest. It is a quiet and well-connected neighborhood, ideal for those seeking urban comfort without the tourist hustle and bustle. Are you interested in living here? Write to us for more information or to schedule a visit. ref: ALQ-arago."
106526213,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/79/76/1285527050.webp,LINK,,Ciutat Vella,El Raval,"$1,595",72,3,1,1,Passatge de Bernardí Martorell,41.3809133,2.167845,https://www.idealista.com/inmueble/106526213/,"Reference: T19664-2 MONTHLY RENTAL FROM 32 DAYS UP TO 11 MONTHS. MONTHLY RENTAL ShBarcelona presents this fully furnished and equipped property. It has 72 m² distributed in 3 double bedrooms, 1 full bathroom with bathtub, open-plan kitchen with utility room, and a living-dining room with exterior access to 2 balconies. It also has split air conditioning and heat pump heating. The Ciutat Vella neighbourhood is one of the oldest in the entire district, so you will have any service you may need within reach. Very close to the property you will find supermarkets, bars, cafes, restaurants, gyms, parks and much more. The closest public transport stops to the property are Liceu (L3) and Sant Antoni (L2). If you would like more information about the property and our services, please contact ShBarcelona. '."
107822203,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/03/81/1324953120.webp,LINK,,Eixample,Sant Antoni,"$1,650",84,3,1,2,"calle del Parlament, 17",41.3760056,2.1617734,https://www.idealista.com/inmueble/107822203/,"**Apartment for Temporary Rent in the Heart of Barcelona - Ideal for Enjoying the City** Discover this magnificent 84 m² apartment, fully furnished and equipped, perfect for a temporary stay in one of the most vibrant areas of Barcelona. With an entrance hall that welcomes you, this home has a full bathroom with a shower and a toilet. Fully equipped kitchen connecting to a practical laundry room. This additional space, facing northeast, offers two lofts ideal for storage. The living-dining room, facing south, floods the environment with natural light, allowing you to enjoy the sun practically all day. From here, you can access a small balcony overlooking the street, perfect for relaxing and enjoying the city's hustle and bustle. The apartment has three bedrooms: one single room fully equipped and two double rooms, ideal for resting after a day exploring the city. - A few meters away we find Red Line L1 Poble Sec and L2 Sant Antoni and Paral·lel L3. - All services very close to the property. - Includes WIFI. - Next to Plaza España. Contact us for more information!"
106674707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/76/44/1290583414.webp,LINK,,Horta Guinardó,El Baix Guinardó,"$1,845",60,3,1,7,ronda del Guinardó,41.4137491,2.1689318,https://www.idealista.com/inmueble/106674707/,"SEASONAL RENTAL FROM 32 DAYS TO 11 MONTHS AVAILABLE 12/06/2025 This beautiful apartment located in Horta Guinardó, is available for temporary rental. Baix Guinardó is a quiet and very non-touristy neighborhood in Barcelona, the latter best exemplified by its proximity to icons such as the Sagrada Família or Park Güell. It offers the best of both worlds: rustic Catalan charm and urban living with plenty to do, plus rooftop views. Easily accessible by public transport, it is a great place to stay for those looking to see the city while soaking up an authentic atmosphere. Upon entering, you will be greeted by a beautiful American style kitchen, to your right, fully equipped for your use. It is contemporary decorated with a mix of light wood and modern accessories. The rooms are private, bright and with plenty of storage space. The living room is very spacious and comfortable for you to relax after a long day. Right there, the exit to the balcony with a nice coffee table so you can enjoy the most beautiful views. The apartment is 75m2, and fully furnished and equipped. In general, you can find air conditioning, sofa bed, washing machine, clothesline, heating, television, cleaning set, and iron and ironing board. While in the kitchen, you have an induction hob, an oven, a 60cm dishwasher, an Italian coffee maker, a refrigerator and a microwave. Reservation conditions: - 2 months deposit - Fees."
105458470,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/f2/f3/1252825735.webp,LINK,,Ciutat Vella,La Barceloneta,"$1,400",55,3,1,7,paseo de Joan de Borbó,41.3803659,2.1878755,https://www.idealista.com/inmueble/105458470/,"INCREDIBLE VIEWS! AVAILABLE JULY 1ST! TEMPORARY RENTAL! TO REQUEST A VISIT OR TO GET INFORMATION ABOUT THE PROPERTY YOU MUST FILL OUT THE CONTACT FORM. DUE TO HIGH DEMAND, WE DO NOT ATTEND PHONE CALLS. Incredible Views! 55-meter apartment for rent in Barceloneta, on Paseo Joan de Borbó. The apartment consists of 3 bedrooms, a living-dining room with a bay window, an independent kitchen, a bathroom and two balconies. It is located on the seventh floor of the building with plenty of natural light and an elevator. It has air conditioning and heating. It is rented for a temporary stay between 5 and 11 months."
108060372,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/b4/9f/1332630612.webp,LINK,,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,"$1,800",108,3,1,3,calle de Montcada,41.3839697,2.1808384,https://www.idealista.com/inmueble/108060372/,"Recently renovated 3-bedroom apartment, very bright, 108 m2, with a large living-dining room and a second library space where you can relax in the tranquility of an interior space but very bright due to the large windows and high ceilings. In a building cataloged as a historical jewel of the Born. It has 1 bathroom, 1 toilet, 3 double bedrooms, 1 exterior facing the street and 2 interior. All with wardrobe or chest of drawers. The kitchen is equipped with a refrigerator, dishwasher, oven and washing machine. High ceilings and parquet floors. Low-consumption electric radiators in the bedrooms and silent DC ceiling fans. Air conditioning in the living-dining room. The building does not have an elevator. Third Floor. The rental price is €1,604. To this price must be added the IBI (€60), the porter's fees (€81) and €55 for community services and supplies, making the total price €1,800. A deposit of 2 months' rent is required. That is, a total of €1,800 x 3 = €3,600 deposit. In accordance with the new housing regulations, it is reported that: -Housing located in a tensioned residential market area -Landlord's condition: Not a large landlord -Housing purpose: Permanent residence -Situation within the last 5 years: Not rented In one of the most attractive streets of the Born, surrounded by museums and art galleries, as well as good restaurants and leisure areas."
104231732,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/20/26/1213863642.webp,LINK,,Eixample,La Sagrada Família,"$1,490",80,3,1,3,calle de la Indústria,41.4103375,2.1725559,https://www.idealista.com/inmueble/104231732/,"TEMPORARY RENTAL | IMMEDIATE AVAILABILITY Industry - Gaudí Avenue. 80m² apartment in Sagrada Familia. It is delivered furnished and with an equipped kitchen, ready to move in. It has an exterior living room with a covered gallery area. Independent equipped kitchen with all appliances. Three bedrooms, one double and two single. Complete bathroom with bathtub. Gas heating in all rooms. Parquet floors. Exterior carpentry in aluminum and wood. Third exterior floor in a building with an elevator. Excellent communication with public transport and surrounded by all services. Utilities registered. Immediate availability. If you want to visit this apartment or have any questions, do not hesitate to contact us through the following channels: Landlines: Mobile phone and WhatsApp | You can also visit our offices: Carrer de la Indústria 137 08025 Barcelona Passeig de Sant Joan 150 08037 Barcelona For your safety, always request AICAT accreditation in any operation you carry out with a real estate agent. PUNTO HABITAT AICAT 5508 IRPA Lower area 12.55 €/m² Index 14.17 €/m² Upper area 17.58 €/m²."
90464788,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/e9/3e/791000608.webp,LINK,,Eixample,La Sagrada Família,"$1,850",68,3,1,4,"calle de Valencia, 462",41.4030794,2.177609,https://www.idealista.com/inmueble/90464788/,"Monthly rental apartment (from 32 days to 11 months) Available from May 22th 2025 Located in one of the most central areas of Barcelona, in the heart of Eixample Dreta, we find this fabulous apartment of 68 mt2 very well used. As you enter, you will find a large living room, with exit to a beautiful terrace where you can enjoy the climate of the city, while having a drink. The kitchen is independent and fully equipped with all the necessary appliances. The night area consists of 3 double rooms, one of them with a practical desk, perfect for studying or working. The bedrooms share a full bathroom with a bathtub.  The apartment has heating, air conditioning and wifi included in the rental price. Its location is privileged, just steps away from Gaudi's masterpiece ""La Sagrada Familia'' and a few meters from the Monumental statio."
103537848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/64/ce/1192664734.webp,LINK,,Ciutat Vella,El Raval,"$1,790",56,3,1,en,"calle de Lancaster, 13",41.3784123,2.1744849,https://www.idealista.com/inmueble/103537848/,"Monthly rental apartment (from 32 days to 11 months) Available from July 3rd 2025 This apartment of 55 m2 fully furnished, enjoys a central location that will allow you to reach any point of the city very easily. It is a bright and beautiful main house completely renovated with ceilings of 3 meters and stylish decor, original walls and ceilings have been recovered providing a sense of comfort and beauty in all its rooms. The day area has a living room with integrated kitchen, this space is nice and comfortable, has access to a cozy balcony. The kitchen is fully equipped with all the utensils and appliances needed to cook at home. The sleeping area consists of 3 bedrooms: 2 singles and 1 double. The bedrooms share a full bathroom with shower. The apartment has air conditioning, heating and wifi. The neighborhood: Almost at the end of Las Ramblas and before we meet the statue of Columbus, we find this apartment, located steps from La Rambla, famous and busy street that invites you to walk it from start to finish to the beat of the stalls that are on both sides and sell everything from flowers to ice cream, in addition to the various restaurants and bars that open their terraces facing the road. The apartment is located 2 minutes from the Plaza Real where you can enjoy the gastronomic offer of the restaurants and nightlife of the locals that are located there; 6 minutes from the Gran Teatre del Liceu; and the assorted and popular Boqueria market is located 7 minutes away. One of the most important landmarks of the city is undoubtedly Plaza Catalunya, a 14-minute walk away, where you can find metro and train lines, stores and boutiques, restaurants and all kinds of commerce. Drassanes station (L3) is a 4-minute walk away."
105164089,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/6b/fd/1243753582.webp,LINK,,Eixample,Sant Antoni,"$1,600",55,3,1,4,calle del Comte d'Urgell,41.3824223,2.160812,https://www.idealista.com/inmueble/105164089/,"Available June 1st Discover your new home in the heart of Barcelona! This charming apartment, renovated in 2018, combines the elegance of its 3-meter high ceilings with wooden beams and the modernity of its finishes. With 55 m² built and 48 m² usable, this space is ideal for three young people to share thanks to its 3 bedrooms with double beds. The aluminum carpentry with double glazing ensures a quiet and isolated environment. Furthermore, it overlooks an interior courtyard, so forget about car noise altogether. Fully furnished and equipped, this apartment features hot/cold air conditioning and electric heating, guaranteeing your comfort throughout the year. The parquet flooring adds a warm and cozy touch. The American kitchen is fully equipped with an oven, dishwasher, microwave, and coffee maker, perfect for preparing delicious meals. The living-dining room, with a 40"" flat-screen TV, opens onto a long 4x1-meter balcony, ideal for enjoying a coffee outdoors. The building, built in 1910, has a small elevator and is located on the third floor, south-facing. Its excellent location on Carrer Comte Urgell, between the Sant Antoni Market and Gran Via, places you just 3 minutes from the ""Urgell"" metro line 1, a 14-minute walk from Plaza Catalunya, and 17 minutes from Plaza España. The area is surrounded by abundant shops: supermarkets, restaurants, pharmacies, bakeries, and cafes, offering everything you need at your fingertips. This apartment is a unique opportunity to live in one of the most vibrant and well-connected areas of Barcelona. Don't miss the opportunity and come visit it!"
104327399,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/45/5b/1216959906.webp,LINK,,Eixample,La Sagrada Família,"$1,795",77,3,1,5,calle de Padilla,41.4075554,2.1762206,https://www.idealista.com/inmueble/104327399/,"TEMPORARY RENTAL APARTMENT (32 DAYS TO 11 MONTHS) AVAILABLE FROM 05.06. 2025 WIFI INCLUDED IN THE RENT This magnificent apartment has just been completely renovated and is waiting for you! Located in Sagrada Familia, it is available for temporary rental. Just a few minutes from the Sagrada Familia, you will be in the heart of Barcelona. The apartment is in a very quiet area full of culture that will captivate you. It’s a neighborhood you won’t want to leave! Nearby, you will find several shops to meet all the needs you can imagine. Right next to the Sagrada Familia is Gaudí Park, an area full of nature, perfect for relaxing. The streets are charming, colorful, and easy to navigate. Recently decorated by Loca, you will live in a top-notch place! Upon entering, you will be greeted by a spacious wardrobe, perfect for clothes that take up too much space. Next, you will find the master bedroom, with its own television and a large wardrobe, a perfect space for your privacy. Then there is the first bathroom, equipped with grab bars for added safety. The kitchen, on the other hand, is a compact space where everything is within reach; it also includes a folding table in case you need more space or want to have your meals on the go. The laundry room is next to the kitchen and has a washer and dryer for your convenience. The second bedroom has its own half bath en-suite directly connected, ideal for added privacy. The third bedroom is very spacious and has a window overlooking the interior of the building. Finally, the living room is perfectly situated to receive sunlight from the balcony, allowing you to enjoy the beautiful colors of the city. In the living room, you will find a comfortable sofa with an additional television for the family, a dining table, and access to the balcony with a table perfect for your morning coffee. The apartment is fully furnished, renovated, and equipped for your comfort. It contains two televisions, one in the master bedroom and another in the living room. The kitchen is fully equipped with everything you need, including a coffee maker, refrigerator, oven, dishwasher, ceramic hob, microwave, and oven, while the laundry room has a washer and dryer for your convenience. BOOKING CONDITIONS Agency fees 2 months deposit."
103595286,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/eb/3d/1194430723.webp,LINK,,Sarrià-Sant Gervasi,El Putxet i el Farró,"$1,895",66,3,1,2,calle de Pàdua,41.4034086,2.1421077,https://www.idealista.com/inmueble/103595286/,"SEASONAL RENTAL FROM 32 DAYS TO 11 MONTHS AVAILABLE 17.07. 2025 WIFI ALREADY INCLUDED IN THE RENT This flat is located in Carrer de Pàdua, Barcelona, Barcelona, in the district of Sarrià-Sant Gervasi, on the 2nd floor. It is a flat of 66 m2 of which 60 m2 are useful and it has 3 bedrooms and 1 bathroom. It is bright, has a laundry room, dishwasher, air conditioning, balcony, furnished, lift, equipped kitchen and fitted kitchen. This charming 3-bedroom, 1-bathroom flat, conveniently located on the 3rd floor, offers a delightful blend of comfort and style for seasonal rentals in the Sarrià Sant Gervasi neighbourhood. Fresh and cosy, the living room is the perfect space to unwind. The bright atmosphere created by the large windows and the direct access to the balcony will make you fall in love with this area of the flat. The balcony, generously sized and equipped with a small outdoor table, offers an ideal setting to soak up the charm of the residential neighbourhood. The contemporary, spacious and well-equipped kitchen is designed for your comfort. The 3 double bedrooms are not only cosy and elegant, but also guarantee a restful night's sleep. The master bedroom has an exterior window that welcomes in natural light and has a functional desk, perfect for those days of working remotely. Living in Sarrià Sant Gervasi is a unique experience in itself. Embrace the local lifestyle and enjoy the tranquillity of this residential neighbourhood. From charming cafés to boutique shops, Sarrià Sant Gervasi offers a perfect blend of urban comfort and tranquil ambience. Booking conditions: * Agency fee *2 months deposit."
106745576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/9f/87/1333553972.webp,LINK,,Ciutat Vella,El Raval,"$1,430",60,3,1,3,calle de la Riera Baixa,41.3817,2.1677888,https://www.idealista.com/inmueble/106745576/,"Magnificent 3-bedroom apartment on Riera Baixa street. The apartment has access to a very spacious and bright roof terrace. The apartment is exterior and very bright, it has 3 bedrooms, two of them singles and one double with a desk. All rooms have wardrobes. Full bathroom with shower. The kitchen is fully furnished and equipped. It has air conditioning through hot and cold air splits in each of the rooms and also in the living room. The location is ideal, 5 minutes from the Liceu and Sant Antoni metro stops and 10 minutes from Plaza Cataluña. Close to all kinds of shops. The apartment will be available for seasonal rental (minimum 11 months) from January 29, 2025."
83544548,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/d0/e2/695571167.webp,LINK,,Eixample,La Sagrada Família,"$1,495",67,3,1,5,Mallorca,41.4078812,2.1793439,https://www.idealista.com/inmueble/83544548/,"Apartment for temporary rent of 74m2 built according to cadastre. It is a very bright and cozy apartment, furnished with everything necessary to settle in one of the best areas of the city of Barcelona, the Sagrada Familia. It has a living room with split air conditioning hot and cold, bathroom, kitchen and gallery. There are 3 bedrooms, 1 double with fitted wardrobes and 2 singles. Parket floors. Available from March 1, 2019 Expenses, taxes and bail not included in the rental price. In the surroundings there are supermarkets, tapas bars, sports centers, schools and a magnificent transport network that connects with the most important points of the city. Subway: L2-Encants, L1- Clot Bus: V23, V50, 33, 34, H10 The neighborhood of the Sagrada Familia is made up of quiet, safe residential streets that mostly host families, elderly people and professionals."
106036462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/b2/e4/1270597296.webp,LINK,,Sants-Montjuïc,Hostafrancs,"$1,795",60,3,1,3,calle del Consell de Cent,41.375373,2.1447852,https://www.idealista.com/inmueble/106036462/,"SEASONAL RENTAL FROM 32 DAYS TO 11 MONTHS  Available 13.06. 2025 WIFI IS ALREADY INCLUDED IN THE RENT  Cozy 55m² apartment with three bedrooms and a full bathroom, available for temporary rental in the lively Sants-Montjuïc neighborhood. Fully furnished and equipped, this apartment offers a comfortable and pleasant living experience in one of Barcelona's most dynamic areas. The neighborhood is known for its vibrant streets, with a wide variety of local restaurants, shops, and cultural attractions to explore. You will be just a 5-minute walk from Plaza Espanya, a cultural hub and central point of the city.  Upon entering, you are welcomed by a colorful living room that feels warm and inviting, while the nearby kitchen, equipped with modern appliances and ample storage space, also contains a dining table for two, making meal preparation easy and enjoyable. The living room is also equipped with air conditioning, perfect for any season. The three well-lit bedrooms provide a sense of complete privacy, each with its own desk, ideal for focusing on your tasks; one of the bedrooms contains a balcony, with exquisite views of Catalan architecture. The apartment also features a terrace ideal for doing laundry and enjoying fresh air and sunlight.  Ideally located, the apartment provides quick access to the entire city with excellent public transport connections via metro L1 and bus, making it easy to reach universities, hospitals, and other must-see places during your stay.  This 83 m² apartment comes fully equipped with all essential appliances, including air conditioning, heating, washing machine, drying rack, iron, and ironing board. The kitchen is equipped with a coffee maker, ceramic hob, oven, refrigerator, and microwave.    Booking conditions  -agency fees  -2 months deposit."
108045279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/22/fd/1332180482.webp,LINK,,Eixample,La Sagrada Família,"$1,850",67,3,1,5,calle de Provença,41.4077784,2.1769457,https://www.idealista.com/inmueble/108045279/,"**TEMPORARY CONTRACT** IDEAL FOR STUDENTS **Discover your new home in the vibrant Sagrada Familia neighborhood! ** This magnificent, bright 67 m² apartment has been recently renovated and is ready for you to move in. With a modern and cozy design, it features 3 exterior bedrooms: one large double bedroom and two single bedrooms, perfect to adapt to your needs. The living room, full of natural light, gives you access to a charming terrace where you can enjoy the fresh air. In addition, the apartment is equipped with air conditioning and heat pump heating, guaranteeing your comfort throughout the year. The modern 3-piece bathroom adds a touch of elegance to this home. Located on the fifth floor of a building with an elevator, this apartment is just 5 minutes from the emblematic Sagrada Familia and close to all the services you need for your day-to-day life. Don't miss the opportunity to live in one of the most emblematic areas of Barcelona. Come visit it and fall in love with your new home! Large Fork: NO Last contract: Not applicable **temporary contract** Rental Index: Not applicable **temporary contract. **."
108012645,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/89/32/1331172800.webp,LINK,,Sants-Montjuïc,El Poble Sec - Parc de Montjuïc,"$1,700",69,3,1,3,calle de Radas,41.374519,2.1614298,https://www.idealista.com/inmueble/108012645/,"CHARACTERISTICS: -Flat of 69m2 in Poble-Sec -Recently refurbished, with high quality materials and design finishes -The flat has 3 double rooms -1 bathroom -Fully equipped kitchen -Fully furnished, ready to move in -Balcony, overlooking the street -Very sunny -Close to all amenities TECHNICAL DATA SHEET: Height 3rd floor, total surface 69 m², useful surface 62 m², double rooms: 3, 1 bathroom, air-conditioned (hot and cold), antiquity between 30 and 50 years, balcony (with street views), heating (natural gas), exterior carpentry (aluminium), interior carpentry (aluminium), kitchen (fully equipped), state of repair: renovated, laundry (with washing machine), furnished (fully furnished), sunny (very sunny), double glazing (soundproofed windows), energy level of emissions: E, 33.79, energy consumption level: E, 162. LOCATION: Being a residential area, it has all the comforts and services, from pharmacies to supermarkets. Also very close to Poble Sec and Paral. lel is the Mercat Sant Antoni, a huge market that sells especially edible products and which in turn is a good place to take a walk and please your senses. Poble Sec is only a 10/20 minute walk from Las Ramblas. The main advantage of staying in this area is that you will be close to the centre, but in a quieter part. If you want to avoid the hustle and bustle of tourists, this is your neighbourhood.  There are 2 underground stops appropriately called Paral. lel and Poble Sec. They are on the same line and are one or two stops from Las Ramblas. You will find many theatres in Poble Sec, such as the mythical El Molino, or the Teatre Grec on Avenida Diagonal where an internationally renowned festival of theatre, dance and music is held every year. ABOUT ALL4FLAT We are a Real Estate agency located in Barcelona. Our work consists of helping in all the necessary steps for the intermediation of real estate. We have an extensive portfolio of products that include all types of real estate for purchase or rent. In addition, we offer complementary quality real estate services such as: partial or integral reforms, vertical and/or horizontal administrations, financing solutions, insurance processing and legal and fiscal advice.  We offer professional services guaranteeing the quality and integrity of our service to obtain the success of the company."
106428577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/70/88/1282666118.webp,LINK,,Eixample,La Sagrada Família,"$1,895",79,3,1,5,avenida Diagonal,41.3999126,2.1746838,https://www.idealista.com/inmueble/106428577/,"SEASONAL RENTAL (32 Days - 11 Months) AVAILABLE ON 04.05 This spacious 70m2 apartment is located in the most desirable neighborhood of Eixample Dreta. It has been beautifully designed and features 3 bedrooms, 3 bathrooms, and large windows, making it a perfect retreat during your short-term stay in the center of Barcelona. Upon entering, you will find a spacious living room ideal for entertaining and relaxing with your roommates. The three bedrooms in the apartment are thoughtfully arranged to meet all your needs. The first bedroom features a double bed and an interior balcony that provides a good balance of privacy and comfort. The second bedroom is spacious and has a large wardrobe. The third bedroom is complete with a double bed, a large wardrobe, and a work desk. The apartment is situated in the vibrant neighborhood of Eixample Dreta, within walking distance of all kinds of restaurants, shops, and cultural attractions. You can stroll through the beautiful avenues, savor the flavors of local cuisine, and experience the authentic taste of Barcelona. The apartment is equipped with essential amenities such as air conditioning, heating, television, washing machine, drying rack, ironing set, and cleaning set. The kitchen is also equipped with a dishwasher, coffee maker, ceramic hob, oven, refrigerator, and microwave."
106748691,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/ae/b0/1332643216.webp,LINK,,Eixample,La Nova Esquerra de l'Eixample,"$1,500",91,3,1,4,"calle de Provença, 54",41.3828571,2.1459192,https://www.idealista.com/inmueble/106748691/,"******PRIORITY WILL BE GIVEN TO WHATSAPP CONTACTS****** +++++QR CODES IN THE IMAGES+++++ +++ IMMEDIATE DELIVERY +++ Apartment for rent: bright and fully equipped Magnificent 3-bedroom apartment for rent (1 double bedroom and 2 single bedrooms), ideal for families or sharing. The property features: Air conditioning, guaranteeing comfort all year round. Private balcony, perfect for enjoying the outdoors. Fully equipped kitchen and furniture, ready to move in without any additional expense. Located in a modern building with concierge service and an advanced security system, offering peace of mind and comfort at all times. Excellent location: close to all services, public transport, shops and green areas. An ideal option for both students and couples looking for comfort and proximity to everything they need for their day-to-day lives. The building has a concierge service. Come visit it! Don't miss this opportunity! Contact us for more information or to arrange a viewing. 11-month contract Agency fees not included Utilities not included ******PRIORITY WILL BE GIVEN TO WHATSAPP CONTACTS****** +++++QR CODES IN THE IMAGES+++++."
99932629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/fb/1f/1061152010.webp,LINK,,Eixample,Sant Antoni,"$1,570",115,3,1,3,calle del Comte d'Urgell,41.3805674,2.1590435,https://www.idealista.com/inmueble/99932629/,"Excellent apartment located on Comte d'Urgell street, next to Gran Via de Les Corts Catalanes and close to Sant Antoni market. It has an area of 115m2, currently has 3 double bedrooms, but there used to be 4 bedrooms, so one bedroom has an area of 15m2. Exterior, kitchen-office with laundry room and 2 bathrooms. It has a large 12m2 terrace that can fit a table. Bright, with afternoon sun. Parquet flooring, individual heating, aluminum carpentry, semi-furnished. It has wardrobes in both the bedrooms and the hallway. Good condition. Building from 1970, renovated, with 2 elevators. Very well connected: next to the Urgell L1 metro station, bus lines: V11, E95, L95, E14, E15.1 and BUSGARRAF. Very commercial and central area. 5-YEAR LAU CONTRACT. FEES PAID BY THE OWNER. 1 MONTH DEPOSIT AND 1 MONTH ADDITIONAL GUARANTEE."
98237990,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/84/bc/1005014675.webp,LINK,,Eixample,La Nova Esquerra de l'Eixample,"$2,095",92,3,1,1,calle del Comte Borrell,41.3852045,2.1530505,https://www.idealista.com/inmueble/98237990/,"SEASONAL RENTAL FROM 32 DAYS TO 11 MONTHS APARTMENT AVAILABLE 01.05. 2025 WIFI INCLUDED IN THE RENT This apartment is located at Carrer del Comte Borrell, 08029, Barcelona, Barcelona, in the Eixample Esquerra area, on the 1st floor. It is an apartment that has 92 m2, of which 87 m2 are usable, and it has 3 bedrooms and 1 bathroom. Are you looking for a seasonal rental apartment for a family or for sharing? LOCA Barcelona offers you this great apartment in the Eixample Izquierdo neighborhood, close to the Hospital Clínic. You will love the home, as it is spacious and very bright, in addition to having 3 double bedrooms, 1 with an en-suite bathroom and 1 full bathroom. Another detail to highlight is its independent kitchen, which is fully equipped, as well as the spacious living-dining room that comes with 2 sofas and access to the balcony. It has storage space for your belongings, wooden floors, air conditioning, and heating. The Wifi connection is included in the rental price. The Eixample was created by engineer Ildefonso Cerdá in the late 19th century. Its wide tree-lined streets invite you to stroll and discover all the treasures of this area. Barcelona is the cradle of Catalan modernism, with architectural gems such as: Casa Batlló, Casa Milá, and La Sagrada Familia. The Eixample is a vibrant neighborhood, with universities, services of all kinds, and some of the best restaurants in the city. Its tourist and commercial attractions make it the central axis of the city today. Getting around the city will not be a problem, as the Hospital Clínic metro station is two blocks from the building. It is worth mentioning the Bicing service, which is the public bike rental in Barcelona. Booking conditions  -fees  -2 months deposit."
98237672,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/82/b5/1005004071.webp,LINK,,Eixample,Sant Antoni,"$1,795",95,3,1,en,calle d'Entença,41.3777693,2.1548817,https://www.idealista.com/inmueble/98237672/,"SEASONAL RENTAL FROM 32 DAYS TO 11 MONTHS AVAILABLE FROM 04.05 This apartment is located on Carrer de Entença, next to the Poblesec metro station. It has a surface area of 95m2, of which 89m2 are usable. LOCA Barcelona offers you a beautiful seasonal rental apartment in the heart of Barcelona, in the popular Sant Antoni neighborhood. It has 3 bedrooms with double beds and 1 bathroom. Additionally, it features an independent office for uninterrupted work, equipped with two desks and two chairs. This property is located on the first floor of a building with an elevator, and it is rented fully furnished. It has an open-plan living-dining room furnished with a 3-seater sofa and TV. It includes a fully equipped independent kitchen, which comes with a microwave, kettle, coffee maker, toaster, and oven, and it has access to a small interior patio with a washing machine. The apartment is located on a semi-pedestrian street, in the historic center of Barcelona, in the Sant Antoni neighborhood, which is an emerging area of Eixample, sought after by both foreigners and locals. From this location, you will be just a few meters from the Sant Antoni Market, and you will also find yourself close to the Sant Antoni (Line 2) and Paral-lel (Line 3 and 2) metro stops. Every Sunday morning, a second-hand book and stamp market is held at the Sant Antoni municipal market. Furthermore, we must mention the tree-lined Mistral Avenue, where the building is located, which is filled with simple cafes with outdoor terraces and parks. Booking conditions: - 2 months deposit - agency fees Contact us for a visit or more information!"
