query,lat,lon,display_name,importance,osm_type,osm_id,geocode_status,geocoded_at
"Calle Torre D´en Damians, 16, Hostafrancs, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:35.422381+00:00
"Calle Varsovia, 55, El Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:37.410077+00:00
"Calle Viladomat, 15, Sant Antoni, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:39.630477+00:00
"Calle angli, 4, Les Tres Torres, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:41.466873+00:00
"Calle d'Alcúdia, 32, Porta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:43.570355+00:00
"Calle d'Alexandre de Torrelles, 28, Can Baró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:46.158460+00:00
"Calle d'Alfons XII, 10, Sant Gervasi - Galvany, Barcelona, Spain",41.3987373,2.1493218,"Carrer d'Alfons XII, Galvany, Sant Gervasi - Galvany, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08006, España",0.0534176905470359,way,49844253,found,2026-04-21T09:36:49.116218+00:00
"Calle d'Alfons el Magnànim, 77, El Besòs, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:50.909164+00:00
"Calle d'Amílcar, 215, El Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:52.770065+00:00
"Calle d'Anglí, 15, Les Tres Torres, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:54.468551+00:00
"Calle d'Aragó, 229, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:58.335480+00:00
"Calle d'Aragó, 386, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:00.591153+00:00
"Calle d'Aragó, 532, La Sagrada Família, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:03.210240+00:00
"Calle d'Aragó, 66, La Nova Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:05.425203+00:00
"Calle d'Aribau, 177, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:07.975673+00:00
"Calle d'Aribau, 72, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:09.722836+00:00
"Calle d'Arquímedes, 2, Sant Andreu, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:12.900220+00:00
"Calle d'Ausiàs Marc, 19, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:15.059663+00:00
"Calle d'Avellà, 5, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:16.792572+00:00
"Calle d'Avellà, 6, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:18.599684+00:00
"Calle d'Avinyó, 19, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:20.624239+00:00
"Calle d'Avinyó, 4, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:22.550570+00:00
"Calle d'Eduard Toda, 62, Horta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:24.488478+00:00
"Calle d'En Botella, 8, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:26.255595+00:00
"Calle d'En Robador, 10, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:28.037247+00:00
"Calle d'En Robador, 39, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:29.791636+00:00
"Calle d'En Robador, 6, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:31.571150+00:00
"Calle d'En Tarròs, 9, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:33.314966+00:00
"Calle d'Enric Granados, 125, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:35.270814+00:00
"Calle d'Ercilla, 46, El Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:37.233705+00:00
"Calle d'Escornalbou, 6, El Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:38.855473+00:00
"Calle d'Escudellers Blancs, 8, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:40.775177+00:00
"Calle d'Escòcia, 93, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:43.156260+00:00
"Calle d'Espronceda, 48 -58, El Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:45.986402+00:00
"Calle d'Europa, 26, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:48.201747+00:00
"Calle d'Hercegovina, 31, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:50.280344+00:00
"Calle d'Obradors, 22, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:52.087661+00:00
"Calle d'Olesa, 22, Navas, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:53.962178+00:00
"Calle d'Olzinelles, 10, Sants, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:55.776678+00:00
"Calle d'en Copons, 2, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:37:59.224953+00:00
"Calle d'en Quintana, 9, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:01.918674+00:00
"Calle d'en Santcliment, 10, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:04.038568+00:00
"Calle d'en Serra, 11, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:05.869221+00:00
"Calle de Bailèn, 2, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:07.783243+00:00
"Calle de Bailèn, 207, Vila de Gràcia, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:09.734593+00:00
"Calle de Bailèn, 210, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:12.213365+00:00
"Calle de Balmes, 157, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:14.616195+00:00
"Calle de Balmes, 317, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:16.589811+00:00
"Calle de Balmes, 341, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:19.417304+00:00
"Calle de Balmes, 355, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:21.317177+00:00
"Calle de Balmes, 357, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:23.526241+00:00
"Calle de Balmes, 379, Sant Gervasi - La Bonanova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:25.388724+00:00
"Calle de Balmes, 8, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:27.478358+00:00
"Calle de Basea, 12, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:29.206301+00:00
"Calle de Beret, 56, Can Peguera - El Turó de la Peira, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:31.364250+00:00
"Calle de Bergara, 5, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:33.469873+00:00
"Calle de Berlín, 2, Sants, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:35.799964+00:00
"Calle de Berlín, 51, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:38.227706+00:00
"Calle de Berlín, 7, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:40.705662+00:00
"Calle de Bernat Bransi, 48, El Carmel, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:43.119686+00:00
"Calle de Bertran, 100, El Putxet i el Farró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:45.066434+00:00
"Calle de Bertran, 46, El Putxet i el Farró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:46.973216+00:00
"Calle de Bismarck, 32, Can Baró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:49.064615+00:00
"Calle de Bofarull, 29, Navas, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:50.844638+00:00
"Calle de Bordeus, 4, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:52.807481+00:00
"Calle de Bretón de los Herreros, 15, Vila de Gràcia, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:55.511439+00:00
"Calle de Briquets, 12, Les Roquetes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:57.460008+00:00
"Calle de Buenaventura Muñoz, 56, El Parc i la Llacuna del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:38:59.467768+00:00
"Calle de Ca n'Oliva , 48, La Verneda i la Pau, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:01.753521+00:00
"Calle de Cabanes, 24, El Poble Sec - Parc de Montjuïc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:04.614711+00:00
"Calle de Cabestany, 9, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:06.587308+00:00
"Calle de Calders, 2, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:08.948239+00:00
"Calle de Calders, 3, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:11.525283+00:00
"Calle de Calderón de la Barca, 107, El Carmel, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:14.206495+00:00
"Calle de Calderón de la Barca, 99, El Carmel, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:16.370514+00:00
"Calle de Calvet, 33, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:18.112105+00:00
"Calle de Campins, 17, Baró de Viver, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:19.945250+00:00
"Calle de Cantabria, 22, La Verneda i la Pau, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:21.902087+00:00
"Calle de Cantàbria, 18, La Verneda i la Pau, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:23.823272+00:00
"Calle de Cantàbria, 24, La Verneda i la Pau, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:25.687877+00:00
"Calle de Cantàbria, 37, Sant Martí de Provençals, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:27.644614+00:00
"Calle de Carrera, 2, El Poble Sec - Parc de Montjuïc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:29.917194+00:00
"Calle de Cartellà, 120, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:32.233595+00:00
"Calle de Cartellà, 150, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:33.985690+00:00
"Calle de Casafranca, 31, Vallvidrera - El Tibidabo i les Planes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:36.170463+00:00
"Calle de Casp, 85, El Fort Pienc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:37.927184+00:00
"Calle de Castella, 30, Provençals del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:40.122346+00:00
"Calle de Cervantes, 1, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:42.193989+00:00
"Calle de Cervantes, 5, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:44.126876+00:00
"Calle de Conca, 44, El Camp de l'Arpa del Clot, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:46.224225+00:00
"Calle de Concepción Arenal, 1 -3, Navas, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:48.278231+00:00
"Calle de Concepción Arenal, 227, Sant Andreu, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:50.385493+00:00
"Calle de Concepción Arenal, 43, Navas, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:53.280079+00:00
"Calle de Concepción Arenal, 83, El Congrés i els Indians, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:55.776317+00:00
"Calle de Corretger, 18, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:39:58.374190+00:00
"Calle de Còrsega, 2, El Camp de l'Arpa del Clot, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:00.474771+00:00
"Calle de Còrsega, 378, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:03.422134+00:00
"Calle de Còrsega, 580, La Sagrada Família, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:06.224650+00:00
"Calle de Còrsega, 657, El Camp de l'Arpa del Clot, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:08.387701+00:00
"Calle de Deià, 36, Porta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:10.154823+00:00
"Calle de Fastenrath, 70 -78, La Teixonera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:11.919559+00:00
"Calle de Fastenrath, 77, La Teixonera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:14.049480+00:00
"Calle de Felip II, 291, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:15.895011+00:00
"Calle de Ferlandina, 20, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:17.551123+00:00
"Calle de Fernando Poo, 54, El Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:19.756730+00:00
"Calle de Ferran, 3, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:21.656643+00:00
"Calle de Ferran, 6, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:23.591947+00:00
"Calle de Fluvià, 270, Sant Martí de Provençals, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:25.502751+00:00
"Calle de Fluvià, 78, Provençals del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:27.555879+00:00
"Calle de Fluvià, 97, Diagonal Mar i el Front Marítim del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:29.397147+00:00
"Calle de Francesc Boix Campo, 9, La Marina del Port, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:31.234159+00:00
"Calle de Francesc Carbonell, 34, Sarrià, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:32.855855+00:00
"Calle de Fígols, 1, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:34.700487+00:00
"Calle de Gabriel y Galán, 5, El Clot, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:38.845947+00:00
"Calle de Galileu, 150, Sants, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:40.654959+00:00
"Calle de Galileu, 191, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:42.458676+00:00
"Calle de Galileu, 210, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:44.284321+00:00
"Calle de Galileu, 247, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:47.124256+00:00
"Calle de Galileu, 30, Sants, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:48.897549+00:00
"Calle de Ganduxer, 74, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:50.659348+00:00
"Calle de Girona, 111, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:52.730412+00:00
"Calle de Girona, 12, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:54.891149+00:00
"Calle de Girona, 164, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:40:57.566704+00:00
"Calle de Girona, 168, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:00.524054+00:00
"Calle de Girona, 20, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:02.690395+00:00
"Calle de Gomis, 60, Vallcarca i els Penitents, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:04.486391+00:00
"Calle de Guerau de Liost, 10, Vallvidrera - El Tibidabo i les Planes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:06.215044+00:00
"Calle de Guifré, 9, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:07.912048+00:00
"Calle de Guipúscoa, 141, La Verneda i la Pau, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:09.823434+00:00
"Calle de Guitard, 48, Sants, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:11.691035+00:00
"Calle de Jaume Pinent, 56, Les Roquetes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:13.915514+00:00
"Calle de Jaume Pinent, 57, Les Roquetes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:15.894959+00:00
"Calle de Jaume Puigvert, 3, Can Baró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:17.703517+00:00
"Calle de Joan Torras, 12, Sant Andreu, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:19.476890+00:00
"Calle de Joaquim Valls, 85, La Prosperitat, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:21.319275+00:00
"Calle de Joaquín Costa, 46, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:23.637022+00:00
"Calle de Jordi Girona, 8, Pedralbes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:26.084515+00:00
"Calle de Josep Anselm Clavé, 2, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:27.805345+00:00
"Calle de Josep Anselm Clavé, 3, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:30.149773+00:00
"Calle de Josep Estivill, 33, Navas, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:31.850810+00:00
"Calle de Josep Estivill, 46, La Sagrera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:33.971380+00:00
"Calle de Josep M. Jujol, 9, Vallcarca i els Penitents, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:35.694898+00:00
"Calle de Josep Pla, 21, Diagonal Mar i el Front Marítim del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:38.147330+00:00
"Calle de Josep Pla, 25, Diagonal Mar i el Front Marítim del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:40.856602+00:00
"Calle de Josep Sangenís, 50, La Teixonera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:43.163185+00:00
"Calle de Josep Serrano, 31, Can Baró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:45.717447+00:00
"Calle de Josep Serrano, 43 -45, Can Baró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:47.662854+00:00
"Calle de Josep Serrano, 48, Can Baró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:49.936588+00:00
"Calle de José Millán González, 18, Can Baró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:52.020720+00:00
"Calle de Juan de Garay, 30, Navas, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:54.294875+00:00
"Calle de Lancaster, 13, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:57.249037+00:00
"Calle de Llauder, 4, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:41:59.095695+00:00
"Calle de Llorens i Barba, 3, El Baix Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:00.911004+00:00
"Calle de Llull, 350, Diagonal Mar i el Front Marítim del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:02.786297+00:00
"Calle de Llull, 465, El Besòs, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:04.615339+00:00
"Calle de Llull, 465, El Poblenou, Barcelona, Spain",41.6254388,2.6773795,"Carrer de Ramon Llull, Can Feliu de Merola, les Creus, Pineda de Mar, Maresme, Barcelona, Catalunya, 08397, España",0.053393601129167585,way,493769304,found,2026-04-21T09:42:06.421826+00:00
"Calle de Malgrat, 50, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:08.272739+00:00
"Calle de Malgrat, 88, Porta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:10.109379+00:00
"Calle de Mallorca, 234, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:12.276904+00:00
"Calle de Mallorca, 246, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:15.242387+00:00
"Calle de Mallorca, 283, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:17.156164+00:00
"Calle de Mandri, 66, Sant Gervasi - La Bonanova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:18.830362+00:00
"Calle de Marià Cubí, 115, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:20.723700+00:00
"Calle de Marlet, 3, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:23.005329+00:00
"Calle de Marmellà, 8, El Putxet i el Farró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:24.786787+00:00
"Calle de Mata, 11, El Poble Sec - Parc de Montjuïc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:27.002810+00:00
"Calle de Miguel Hernández, 10, Canyelles, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:28.831620+00:00
"Calle de Miquel Àngel, 110 -120, Sants - Badal, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:32.309169+00:00
"Calle de Montserrat de Casanovas, 98, La Font d'En Fargues, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:34.723656+00:00
"Calle de Morales, 18, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:36.869723+00:00
"Calle de Mossèn Vives, 26, Sant Gervasi - La Bonanova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:38.908600+00:00
"Calle de Mozart, 56, Vila de Gràcia, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:41.262978+00:00
"Calle de Mozart, 9, Vila de Gràcia, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:43.528106+00:00
"Calle de Munné, 9, Sants - Badal, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:45.170847+00:00
"Calle de Muntaner, 202, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:47.123829+00:00
"Calle de Muntaner, 246, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:49.073823+00:00
"Calle de Muntaner, 261, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:50.822992+00:00
"Calle de Muntaner, 371, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:52.643845+00:00
"Calle de Móra d'Ebre, 74, El Coll, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:54.944581+00:00
"Calle de Móra d'Ebre, 80, El Coll, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:57.315291+00:00
"Calle de Móra d'Ebre, 92, El Coll, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:42:59.728011+00:00
"Calle de Neopàtria, 1, Sant Andreu, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:02.170886+00:00
"Calle de Nulles, 4, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:04.518540+00:00
"Calle de Nàpols, 321, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:06.450990+00:00
"Calle de Pablo Iglesias, 98, La Prosperitat, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:08.242591+00:00
"Calle de Pamplona, 90, El Parc i la Llacuna del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:10.901773+00:00
"Calle de Panissars, 24, Sants, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:12.674196+00:00
"Calle de Pardo, 93, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:14.367143+00:00
"Calle de París, 135, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:16.674911+00:00
"Calle de París, 194, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:19.158294+00:00
"Calle de Pau Alsina, 119, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:21.824090+00:00
"Calle de Pau Alsina, 4, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:23.602952+00:00
"Calle de Pau Claris, 104, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:25.522157+00:00
"Calle de Pau Claris, 140, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:27.230838+00:00
"Calle de Pau Claris, 142, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:29.261794+00:00
"Calle de Pau Claris, 155, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:31.124597+00:00
"Calle de Pau Claris, 72, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:33.361552+00:00
"Calle de Pau Claris, 76, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:35.076472+00:00
"Calle de Pavia, 47, Sants - Badal, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:36.962844+00:00
"Calle de Perafita, 4, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:38.757786+00:00
"Calle de Perafita, 63, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:40.433131+00:00
"Calle de Perafita, 71, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:42.323206+00:00
"Calle de Pere IV, 121, El Parc i la Llacuna del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:44.139511+00:00
"Calle de Pere Serafí, 23, Vila de Gràcia, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:45.823533+00:00
"Calle de Peris i Mencheta, 2, La Font d'En Fargues, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:47.796781+00:00
"Calle de Petrarca, 20, Horta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:49.626889+00:00
"Calle de Petritxol, 21, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:51.446064+00:00
"Calle de Pi i Margall, 1, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:53.575748+00:00
"Calle de Pi i Margall, 82, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:43:55.926913+00:00
